name,link,author,rating,language,genre,chapters,words,reviews,favs,follows,updated,published,characters,complete
Embers,https://www.fanfiction.net/s/5398503/1/Embers,Vathara,T,English,Adventure/Family,91,757722,9241,7135,3865,1/18/2014,9/24/2009,"Zuko, Iroh",True
Another Brother,https://www.fanfiction.net/s/4414541/1/Another-Brother,AvocadoLove,T,English,Adventure/Hurt/Comfort,36,291778,4625,6184,5997,6/17,7/22/2008,"Aang, Sokka, Zuko, Katara",False
Stormbenders,https://www.fanfiction.net/s/4088139/1/Stormbenders,Fandomme,T,English,Adventure/Romance,18,171033,2940,4482,1260,7/20/2008,2/21/2008,"Katara, Zuko",True
Tempest in a Teacup,https://www.fanfiction.net/s/2847752/1/Tempest-in-a-Teacup,AkaVertigo,T,English,Romance,22,34018,1284,4269,1240,10/30/2006,3/17/2006,"Katara, Zuko",True
Morality Chain,https://www.fanfiction.net/s/5827377/1/Morality-Chain,Pureauthor,K+,English,Family/Friendship,41,243969,2023,3586,3751,9/12/2018,3/19/2010,"Azula, Zuko",False
The Sparrowkeet Series,https://www.fanfiction.net/s/7182968/1/The-Sparrowkeet-Series,audreyii-fic,M,English,Romance/Angst,21,89475,1159,3313,1459,12/21/2018,7/15/2011,"Katara, Zuko",True
His Majesty Prefers Blue,https://www.fanfiction.net/s/6240707/1/His-Majesty-Prefers-Blue,ShamelessLiar,M,English,Adventure/Humor,50,212173,2931,3309,1260,1/7/2012,8/15/2010,"Katara, Zuko",True
Reluctant Hero,https://www.fanfiction.net/s/5942075/1/Reluctant-Hero,P.A.W.07,T,English,Drama/Adventure,43,215859,2197,3260,3637,5/8,5/2/2010,"Aang, Zuko, Iroh",False
The Undying Fire: Balance,https://www.fanfiction.net/s/8090364/1/The-Undying-Fire-Balance,Boogum,T,English,Adventure/Friendship,16,76454,3044,2901,3103,5/7,5/6/2012,"[Zuko, Katara] Aang, Azula",True
My Heart Burns for You,https://www.fanfiction.net/s/4527436/1/My-Heart-Burns-for-You,alwaysZutarian,M,English,Romance/Drama,75,889194,6775,2744,2659,1/26,9/8/2008,"[Zuko, Katara]",False
Bringing Out the Blue,https://www.fanfiction.net/s/6904038/1/Bringing-Out-the-Blue,maguena1,T,English,Adventure/Friendship,26,249291,1203,2701,2640,6/24/2015,4/14/2011,Zuko,False
Dancing in the Dark,https://www.fanfiction.net/s/3191594/1/Dancing-in-the-Dark,DamageCtrl,T,English,,7,64257,983,2509,472,10/27/2006,10/9/2006,"Katara, Zuko",True
Rhythm of the Rain,https://www.fanfiction.net/s/3108579/1/Rhythm-of-the-Rain,DamageCtrl,T,English,Romance,25,251513,1543,2381,483,9/24/2006,8/16/2006,"Katara, Zuko",True
Enslaved,https://www.fanfiction.net/s/5306755/1/Enslaved,sharkflip,T,English,Romance,36,109414,1906,2327,2153,3/23/2016,8/16/2009,"Katara, Zuko",False
The Black Games,https://www.fanfiction.net/s/7023280/1/The-Black-Games,Mrs Pettyfer,M,English,Adventure/Romance,37,183863,2004,2279,846,4/18/2012,5/26/2011,"Katara, Zuko",True
Love Thy Enemy,https://www.fanfiction.net/s/2489434/1/Love-Thy-Enemy,RedNovember,T,English,Romance/Adventure,20,136905,2000,2239,956,3/26/2006,7/17/2005,"Zuko, Katara",True
Ozai's Vengeance,https://www.fanfiction.net/s/3688040/1/Ozai-s-Vengeance,Fandomme,T,English,Drama/Romance,21,105597,1279,2097,473,2/8/2008,7/28/2007,"Katara, Zuko",True
Balance,https://www.fanfiction.net/s/7296196/1/Balance,VickyVicarious,T,English,Friendship,1,2701,150,2046,345,,8/17/2011,"Sokka, Zuko",True
In the Same Candlelight,https://www.fanfiction.net/s/7009127/1/In-the-Same-Candlelight,Like A Dove,T,English,Humor/Romance,26,76747,1602,1980,613,1/2/2012,5/21/2011,"Katara, Zuko",True
Gladiator,https://www.fanfiction.net/s/9140366/1/Gladiator,Seyary-Minamoto,M,English,Adventure/Romance,166,2075107,4162,1959,1970,7/5,3/26/2013,"[Sokka, Azula]",False
Open Your Mind,https://www.fanfiction.net/s/8731565/1/Open-Your-Mind,Plague's Vengeance,T,English,Humor/Romance,66,694327,1334,1922,1306,5/20/2015,11/23/2012,"Zuko, OC",True
A Matter of Honor,https://www.fanfiction.net/s/4381366/1/A-Matter-of-Honor,Adridere,M,English,Humor/Romance,33,185294,1394,1767,572,1/1/2009,7/8/2008,"Toph, Aang",True
Dragons in the Sun,https://www.fanfiction.net/s/6558645/1/Dragons-in-the-Sun,donahermurphy,K+,English,Friendship,3,7799,449,1765,2001,3/8/2011,12/15/2010,Zuko,False
Water: Twist of Fate,https://www.fanfiction.net/s/6241139/1/Water-Twist-of-Fate,Sapphire-Raindrop,T,English,Adventure/Fantasy,38,156730,749,1729,923,2/10/2013,8/15/2010,"Zuko, Iroh, OC",True
The Confrontational Approach,https://www.fanfiction.net/s/7984018/1/The-Confrontational-Approach,Advocaat,T,English,Romance/Humor,19,129408,1527,1712,2128,1/10/2016,4/2/2012,"[Zuko, Katara]",False
Dangerous Ground,https://www.fanfiction.net/s/2689893/1/Dangerous-Ground,wilderness-writer,T,English,Romance/Adventure,36,107329,1202,1668,348,1/29/2006,12/5/2005,"Zuko, Katara",True
What I Don't Like About You,https://www.fanfiction.net/s/4266645/1/What-I-Don-t-Like-About-You,Trombe,T,English,Romance,55,382622,2262,1631,1196,4/16/2016,5/19/2008,"Zuko, Katara",True
Second Nature,https://www.fanfiction.net/s/5145003/1/Second-Nature,lazyartisan,T,English,,26,154552,620,1624,1478,3/24/2010,6/17/2009,Zuko,False
Dragon at Heart,https://www.fanfiction.net/s/7633516/1/Dragon-at-Heart,Identical Gemini,T,English,Adventure/Friendship,40,228347,1082,1573,1686,3/6/2018,12/13/2011,Zuko,False
The Problem With Zuko,https://www.fanfiction.net/s/6360866/1/The-Problem-With-Zuko,AvocadoLove,K,English,Drama/Suspense,1,26298,257,1566,245,,9/29/2010,Zuko,True
Looking Glass Wars,https://www.fanfiction.net/s/6408360/1/Looking-Glass-Wars,AzarDarkstar,K+,English,Drama/Family,2,2619,176,1558,341,7/8/2012,10/18/2010,"Zuko, Iroh",True
Earth: Bring it Down,https://www.fanfiction.net/s/9026395/1/Earth-Bring-it-Down,Sapphire-Raindrop,T,English,Adventure/Romance,34,124468,1724,1547,1672,11/26/2018,2/18/2013,"Zuko, Iroh, OC",True
Conversations,https://www.fanfiction.net/s/6364605/1/Conversations,JupiterLily,K+,English,Humor/Friendship,1,721,277,1477,195,,10/1/2010,"Aang, Zuko",True
Brightest Nights or Darkest Days,https://www.fanfiction.net/s/12329077/1/Brightest-Nights-or-Darkest-Days,Kittenshift17,M,English,Romance/Adventure,24,128116,1506,1408,1871,8/17/2018,1/19/2017,"[Katara, Zuko] Sokka, Iroh",False
Each Other,https://www.fanfiction.net/s/5301972/1/Each-Other,jennibare,M,English,Romance,32,118917,669,1392,441,2/25/2012,8/14/2009,"Katara, Zuko",True
Kaze no Uta,https://www.fanfiction.net/s/10027415/1/Kaze-no-Uta,Against.The.Current,T,English,Adventure,5,31235,515,1383,1597,4/27,1/16/2014,,False
The Dragon and the Siren,https://www.fanfiction.net/s/3353749/1/The-Dragon-and-the-Siren,CultOfStrawberry,T,English,Romance/Drama,26,143362,1153,1377,624,2/16/2012,1/21/2007,"Katara, Zuko",True
Male Bonding,https://www.fanfiction.net/s/3920080/1/Male-Bonding,glamaphonic,T,English,Humor,1,2444,206,1359,156,,11/29/2007,"Sokka, Zuko",True
In His Shoes,https://www.fanfiction.net/s/4302297/1/In-His-Shoes,AvocadoLove,K,English,Drama/Adventure,19,101987,927,1345,731,5/31/2012,6/5/2008,"Sokka, Zuko",True
Chasing the Endless Sunrise,https://www.fanfiction.net/s/10722712/1/Chasing-the-Endless-Sunrise,the savage barbie,T,English,Romance/Friendship,112,139250,3328,1345,1391,2/19,9/28/2014,"[Azula, Ty Lee]",False
I'll Walk You Home,https://www.fanfiction.net/s/5909101/1/I-ll-Walk-You-Home,Justthisguyyouknow,M,English,Adventure/Romance,62,464037,1755,1341,1336,11/8/2015,4/19/2010,"Sokka, Toph",False
Butterflies and Hurricanes,https://www.fanfiction.net/s/3083671/1/Butterflies-and-Hurricanes,Rebirth of the Phoenix,T,English,Romance/Drama,30,103533,1127,1339,733,3/30/2012,8/3/2006,"Katara, Zuko",True
The Earth on Fire,https://www.fanfiction.net/s/8307620/1/The-Earth-on-Fire,Luna de Rivera,K+,English,Romance/Adventure,59,370002,1161,1338,990,1/14/2016,7/10/2012,"[Zuko, OC]",True
The Rise of One,https://www.fanfiction.net/s/8079733/1/The-Rise-of-One,Mrs Pettyfer,M,English,Angst/Adventure,27,163216,2241,1335,1123,12/20/2013,5/2/2012,,True
Call Me Katto,https://www.fanfiction.net/s/10372441/1/Call-Me-Katto,ShamelessLiar,M,English,Adventure/Romance,45,272390,1604,1332,899,3/27/2015,5/23/2014,"[Katara, Zuko] Sokka, Iroh",True
Ash and Petals,https://www.fanfiction.net/s/10687653/1/Ash-and-Petals,the savage barbie,M,English,Adventure/Horror,36,185240,1167,1332,650,11/27/2018,9/12/2014,"[Azula, Ty Lee]",True
Somewhere in Between,https://www.fanfiction.net/s/3277719/1/Somewhere-in-Between,AJ Rayne,T,English,Romance/Drama,22,54429,467,1305,295,12/17/2006,12/7/2006,"Katara, Zuko",True
WTMCO: When The Mask Comes Off,https://www.fanfiction.net/s/3190472/1/WTMCO-When-The-Mask-Comes-Off,Jamie Hasaku,K,English,Romance/Adventure,33,73457,1059,1286,352,11/30/2006,10/9/2006,"Katara, Zuko",True
Midsummer Madness,https://www.fanfiction.net/s/4423471/1/Midsummer-Madness,Burning Ice,M,English,Romance/Mystery,32,239598,1128,1279,499,2/16/2009,7/25/2008,"Katara, Zuko",True
In A Darker World,https://www.fanfiction.net/s/12572582/1/In-A-Darker-World,Gin-san needs his parfait,T,English,Adventure/Spiritual,20,125511,325,1270,1557,6/4,7/14/2017,OC,False
Beyond the Rising Sun,https://www.fanfiction.net/s/4416250/1/Beyond-the-Rising-Sun,justcallmefaye,T,English,Angst/Romance,16,119592,515,1245,325,4/1/2009,7/22/2008,"[Zuko, Katara] Aang, Azula",True
Strength,https://www.fanfiction.net/s/3786207/1/Strength,tini243,M,English,Romance/Supernatural,26,129623,1464,1241,1009,1/20/2014,9/15/2007,"Zuko, Katara",False
I Was Not Magnificent,https://www.fanfiction.net/s/7718254/1/I-Was-Not-Magnificent,Like A Dove,M,English,Romance/Drama,17,53758,1101,1243,791,1/25/2013,1/7/2012,"Zuko, Katara",True
Champion of Agni,https://www.fanfiction.net/s/9827190/1/Champion-of-Agni,the melon lord 2.0,T,English,Adventure/Friendship,7,50663,490,1235,1351,2/7/2015,11/6/2013,Zuko,False
A Matter of Appearances,https://www.fanfiction.net/s/7199062/1/A-Matter-of-Appearances,chromeknickers,T,English,Humor/Romance,1,7249,195,1228,173,,7/20/2011,"[Zuko, Katara]",True
Fall of the White Lotus,https://www.fanfiction.net/s/4564525/1/Fall-of-the-White-Lotus,Boo-82,M,English,Romance/Adventure,51,320006,956,1220,436,2/8/2018,9/28/2008,"Aang, Zuko, Katara, Toph",True
Confused,https://www.fanfiction.net/s/8222464/1/Confused,akiko-dono,M,English,Romance/Drama,11,65373,482,1215,468,8/29/2012,6/15/2012,"Zuko, Katara",True
Could We Have Been,https://www.fanfiction.net/s/4181287/1/Could-We-Have-Been,2dragonkat,M,English,Romance,19,106127,661,1195,410,6/28/2009,4/6/2008,"Zuko, Aang",True
The Hunter and The Prey,https://www.fanfiction.net/s/2377707/1/The-Hunter-and-The-Prey,RedNovember,T,English,Romance/Drama,24,144835,2018,1178,296,8/29/2005,5/2/2005,,True
Rescue Me,https://www.fanfiction.net/s/8025069/1/Rescue-Me,hootowl,T,English,Romance/Humor,32,171767,672,1160,963,3/7/2016,4/14/2012,"[Zuko, Katara]",True
Closet Negotiations,https://www.fanfiction.net/s/3050770/1/Closet-Negotiations,Rashaka,T,English,Romance,3,3604,345,1157,174,7/19/2006,7/18/2006,"Katara, Zuko",True
Rekindling,https://www.fanfiction.net/s/4482320/1/Rekindling,Minion of Set,T,English,Adventure/Drama,3,11299,360,1157,1360,8/22/2009,8/18/2008,"Zuko, Azula",False
Kissed by Fire,https://www.fanfiction.net/s/10837987/1/Kissed-by-Fire,YouNeverCanTell,T,English,Adventure/Romance,25,81856,786,1151,1306,6/4/2018,11/20/2014,"[Azula, Ty Lee] [Jet, Katara]",False
Forty Weeks,https://www.fanfiction.net/s/6752223/1/Forty-Weeks,Like A Dove,T,English,Romance/Humor,12,46729,724,1145,303,5/27/2011,2/17/2011,"Zuko, Katara",True
More than the Price of Honor,https://www.fanfiction.net/s/5680166/1/More-than-the-Price-of-Honor,heza08,M,English,Romance/Angst,20,106320,907,1115,1297,12/24/2014,1/19/2010,"Katara, Zuko",False
Avatar: Flare of Redemption,https://www.fanfiction.net/s/12610560/1/Avatar-Flare-of-Redemption,The-Lost-Samurai,T,English,Adventure/Friendship,10,24074,293,1115,1389,4/7,8/11/2017,Zuko,False
Promises to Keep,https://www.fanfiction.net/s/6817325/1/Promises-to-Keep,Kimberly T,T,English,Drama/Adventure,18,183399,906,1096,1284,9/27/2015,3/12/2011,"Katara, Zuko, Iroh, Sokka",False
Restraint,https://www.fanfiction.net/s/10448486/1/Restraint,the savage barbie,M,English,Romance/Drama,37,186242,592,1084,486,10/11/2014,6/13/2014,"[Azula, Ty Lee] [Zuko, Mai]",True
Scarlet and Black,https://www.fanfiction.net/s/5745749/1/Scarlet-and-Black,Vathara,K,English,Adventure,1,1321,316,1083,398,,2/14/2010,"Zuko, Iroh",True
A Learning Experience,https://www.fanfiction.net/s/6466575/1/A-Learning-Experience,Kahuna Burger,T,English,Adventure/Romance,15,45512,319,1076,328,3/1/2011,11/10/2010,"[Zuko, Sokka]",True
Brides and Circuses,https://www.fanfiction.net/s/10697999/1/Brides-and-Circuses,the savage barbie,M,English,Romance/Drama,23,112965,850,1072,1209,11/27/2018,9/17/2014,"[Azula, Ty Lee] [Zuko, Katara]",False
Mending,https://www.fanfiction.net/s/3955482/1/Mending,Fandomme,K+,English,Humor/Romance,1,6625,247,1070,154,,12/19/2007,"Katara, Zuko",True
To Catch the Moon,https://www.fanfiction.net/s/10481734/1/To-Catch-the-Moon,Tonight's The Night,M,English,Drama/Romance,49,114209,691,1067,1582,1/18/2017,6/24/2014,"[Zuko, Katara]",False
Breaking Point,https://www.fanfiction.net/s/7403575/1/Breaking-Point,Kryal,T,English,Drama,1,1842,152,1066,262,,9/22/2011,Zuko,True
Mismatched,https://www.fanfiction.net/s/7189615/1/Mismatched,Kimberly T,T,English,Adventure/Family,11,166297,559,1064,1068,6/13/2015,7/17/2011,"Zuko, Iroh",False
Jasmine,https://www.fanfiction.net/s/9882193/1/Jasmine,Yorushike,T,English,Romance/Hurt/Comfort,72,295021,1323,1057,1060,5/14/2017,11/28/2013,"Zuko, Katara, Ursa",True
Change the World,https://www.fanfiction.net/s/10522049/1/Change-the-World,Falkyn's Flight,T,English,Adventure/Family,55,210445,892,1054,882,12/16/2018,7/9/2014,"Aang, Sokka, Zuko, OC",True
Half Asleep,https://www.fanfiction.net/s/6401832/1/Half-Asleep,The Crushinator,T,English,Adventure/Romance,9,86091,323,1052,241,12/11/2010,10/15/2010,"Zuko, Katara",True
Combustion Countdown,https://www.fanfiction.net/s/4924175/1/Combustion-Countdown,snappleducated,T,English,Drama,1,2755,155,1050,129,,3/15/2009,"Azula, Zuko",True
The Great Cherry Tongue Twist,https://www.fanfiction.net/s/10864051/1/The-Great-Cherry-Tongue-Twist,Streetlight Eyes,T,English,Romance/Friendship,24,15408,506,1041,462,2/28/2015,12/1/2014,"[Azula, Ty Lee]",True
Unpaid Debts,https://www.fanfiction.net/s/10906576/1/Unpaid-Debts,DearLemonLima,T,English,Romance/Adventure,21,58196,651,1035,1218,3/16/2017,12/21/2014,"[Azula, Ty Lee] [Zuko, Toph]",False
Liar in a Little Plaid Skirt,https://www.fanfiction.net/s/11145163/1/Liar-in-a-Little-Plaid-Skirt,Neon Dandelion,M,English,Romance/Drama,38,90293,1116,1004,1132,9/10/2018,3/28/2015,"[Azula, Ty Lee] Mai, Suki",False
Love Amongst the Embers,https://www.fanfiction.net/s/5310742/1/Love-Amongst-the-Embers,delectate,M,English,Romance/Drama,1,7723,103,999,130,,8/17/2009,"Zuko, Katara",True
Slow Heat,https://www.fanfiction.net/s/3195442/1/Slow-Heat,CultOfStrawberry,T,English,Romance/Adventure,39,214245,1183,982,543,9/4/2012,10/12/2006,"Zuko, Katara",True
Distorted Reality,https://www.fanfiction.net/s/3952155/1/Distorted-Reality,Ogro,T,English,Adventure/Friendship,35,224106,1311,968,652,2/27/2013,12/17/2007,Aang,True
Breaking Out,https://www.fanfiction.net/s/9744333/1/Breaking-Out,Amaya X Kyuri X Asuni,T,English,Adventure/Romance,28,125377,529,962,1149,12/14/2016,10/6/2013,"Zuko, Iroh, Katara, OC",False
Broken Dragon,https://www.fanfiction.net/s/4411973/1/Broken-Dragon,nikipinz,M,English,Drama/Angst,74,169922,988,961,297,1/31/2009,7/21/2008,"Ty Lee, Azula",True
Ice Princess,https://www.fanfiction.net/s/6294043/1/Ice-Princess,veggiebulma,M,English,Romance/Adventure,56,172110,1084,956,405,8/16/2011,9/3/2010,"Katara, Zuko",True
Marriage of Convenience,https://www.fanfiction.net/s/6279687/1/Marriage-of-Convenience,setlib,M,English,Romance/Fantasy,25,52880,504,945,338,1/8/2011,8/28/2010,"Katara, Zuko",True
Like Sands Through the Hour Glass,https://www.fanfiction.net/s/11830782/1/Like-Sands-Through-the-Hour-Glass,Lore55,T,English,,21,60570,469,937,1204,12/31/2018,3/8/2016,"Zuko, Jet, OC, Sha-Mo",False
Eclipse,https://www.fanfiction.net/s/3330564/1/Eclipse,Sandra Evans,T,English,Adventure/Romance,31,159216,1386,931,350,3/20/2008,1/7/2007,"Katara, Zuko",True
The Do's and Don'ts,https://www.fanfiction.net/s/4441675/1/The-Do-s-and-Don-ts,Mistress of Sarcasm,K+,English,Humor/Romance,1,1402,286,929,114,,8/1/2008,"Zuko, Katara",True
Red Ribbons In Her Braid,https://www.fanfiction.net/s/11243447/1/Red-Ribbons-In-Her-Braid,cranapplesurprise,K+,English,Romance/Friendship,41,48567,1147,924,1034,6/30,5/11/2015,"[Azula, Ty Lee]",False
Warmth,https://www.fanfiction.net/s/4116081/1/Warmth,Armor of the Gods,K+,English,Romance,4,20937,400,919,366,12/22/2009,3/6/2008,"Katara, Zuko",False
Stalking Zuko,https://www.fanfiction.net/s/7250783/1/Stalking-Zuko,emletish,K+,English,Romance/Humor,20,64671,590,918,217,8/24/2011,8/3/2011,,True
Measure Each Step to Infinity,https://www.fanfiction.net/s/9399635/1/Measure-Each-Step-to-Infinity,paxbanana,M,English,,22,208571,405,916,326,8/3/2013,6/17/2013,"Azula, Katara",True
The Sapphire Flame,https://www.fanfiction.net/s/7705334/1/The-Sapphire-Flame,TintedS,T,English,Drama/Romance,39,112822,575,900,975,7/28/2017,1/3/2012,"Aang, Azula",False
A Man's Drink,https://www.fanfiction.net/s/3701606/1/A-Man-s-Drink,Fandomme,T,English,Drama/Romance,1,8293,137,894,126,,8/3/2007,"Katara, Zuko",True
No Map Without Water,https://www.fanfiction.net/s/2893057/1/No-Map-Without-Water,AkaVertigo,T,English,Drama,1,844,456,892,1209,,4/14/2006,"Katara, Zuko",False
Since You Asked,https://www.fanfiction.net/s/4071354/1/Since-You-Asked,Mistress of Sarcasm,K+,English,Friendship,1,2949,138,892,108,,2/13/2008,"Zuko, Sokka",True
Fenghuang,https://www.fanfiction.net/s/11280339/1/Fenghuang,cherryvvoid,T,English,Adventure/Hurt/Comfort,3,2734,199,893,1315,6/16,5/29/2015,"Zuko, Iroh, Azula, OC",False
Transference,https://www.fanfiction.net/s/4555190/1/Transference,Scuttlebutt Inc,M,English,Romance/Humor,39,154388,731,891,566,7/20/2012,9/23/2008,"Sokka, Zuko",True
Mending Wounds,https://www.fanfiction.net/s/12551983/1/Mending-Wounds,FictionIsSocialInquiry,T,English,Romance/Adventure,30,122285,1808,883,890,11/24/2018,6/29/2017,"[Zuko, Katara] Aang, Sokka",True
Satisfied,https://www.fanfiction.net/s/12825216/1/Satisfied,Kittenshift17,M,English,Romance/Adventure,5,29928,380,877,1060,9/21/2018,2/5/2018,"[Katara, Zuko] Iroh",False
Aphelion,https://www.fanfiction.net/s/10872586/1/Aphelion,the savage barbie,M,English,Drama/Family,20,102973,740,869,662,7/4/2015,12/6/2014,"[Azula, Ty Lee] [Zuko, Mai]",True
Twist of Fate,https://www.fanfiction.net/s/7268925/1/Twist-of-Fate,jazzpha,T,English,Drama/Romance,21,156084,556,869,364,12/24/2011,8/9/2011,"[Zuko, Katara] [Azula, OC]",True
Brothers in Arms,https://www.fanfiction.net/s/3653393/1/Brothers-in-Arms,nolongerpostingonthissite,T,English,Adventure,22,59928,653,867,200,11/11/2007,7/12/2007,"Zuko, Sokka",True
Cold Thunder,https://www.fanfiction.net/s/7541111/1/Cold-Thunder,Eggbert 3000,T,English,Adventure/Friendship,11,23875,254,865,867,12/13/2011,11/11/2011,"Zuko, Toph",False
Days Without Rain,https://www.fanfiction.net/s/8083059/1/Days-Without-Rain,sarsaparillia,T,English,Romance,55,79782,1105,856,830,3/28/2015,5/3/2012,"Zuko, Katara",True
Memories from the Western Air Temple,https://www.fanfiction.net/s/4422085/1/Memories-from-the-Western-Air-Temple,DarthAnimus,T,English,Friendship/Romance,61,68874,903,840,791,2/24/2014,7/25/2008,"Aang, Zuko",False
The Dragon's Lullaby,https://www.fanfiction.net/s/11229844/1/The-Dragon-s-Lullaby,candycoatedmonster,T,English,Drama/Fantasy,17,52620,696,837,957,1/21/2018,5/5/2015,"[Azula, Ty Lee] [Mai, Zuko]",False
Not Stalking Zuko,https://www.fanfiction.net/s/7325839/1/Not-Stalking-Zuko,emletish,T,English,Humor/Romance,50,429313,1587,820,328,5/2/2012,8/26/2011,"Katara, Zuko",True
Under a Sapphire Sky,https://www.fanfiction.net/s/3256552/1/Under-a-Sapphire-Sky,DamageCtrl,M,English,,20,203201,827,817,262,2/10/2008,11/22/2006,"Katara, Zuko",True
Reconstructed Destinies,https://www.fanfiction.net/s/5054889/1/Reconstructed-Destinies,DJNS,T,English,Adventure,59,298444,731,814,274,9/23/2009,5/11/2009,"Aang, Zuko",True
Fire and Ice,https://www.fanfiction.net/s/8116098/1/Fire-and-Ice,LadyAvatar,T,English,Adventure/Romance,40,168731,1267,810,876,6/22/2013,5/14/2012,"Zuko, Katara",False
The Phoenix Queen,https://www.fanfiction.net/s/10054811/1/The-Phoenix-Queen,Mrs Pettyfer,T,English,Adventure/Romance,32,182027,1118,809,1081,4/25,1/26/2014,,False
The Slow Path,https://www.fanfiction.net/s/6161962/1/The-Slow-Path,Tazmainian Devil,T,English,Adventure/Romance,26,131781,432,808,287,12/31/2010,7/20/2010,"Toph, Aang",True
The Penance Series,https://www.fanfiction.net/s/5786695/1/The-Penance-Series,delectate,M,English,Romance/Drama,3,39454,255,796,602,11/1/2010,3/2/2010,"Zuko, Katara",False
The Crown Hangs Heavy,https://www.fanfiction.net/s/12038478/1/The-Crown-Hangs-Heavy,mon-petit-pois,T,English,Family/Hurt/Comfort,1,5810,56,795,146,,7/7/2016,"Zuko, Hakoda",True
Too Cold For You Here,https://www.fanfiction.net/s/8858475/1/Too-Cold-For-You-Here,Like A Dove,T,English,Romance/Humor,3,9085,257,794,212,1/20/2013,12/31/2012,"Zuko, Katara",True
Fire & Water,https://www.fanfiction.net/s/4493798/1/Fire-Water,luckwouldhaveit,M,English,Romance/Drama,68,291897,412,784,291,12/28/2015,8/23/2008,"Zuko, OC",True
Under Wicked Sky,https://www.fanfiction.net/s/2428065/1/Under-Wicked-Sky,suge,M,English,Adventure/Angst,13,60310,367,782,150,11/23/2005,6/7/2005,"Sokka, Zuko",True
Tales of Republic City,https://www.fanfiction.net/s/8306072/1/Tales-of-Republic-City,DJNS,M,English,Family/Humor,28,128351,646,780,302,8/6/2012,7/10/2012,"Aang, Katara",True
The Clarity of Everything,https://www.fanfiction.net/s/11640442/1/The-Clarity-of-Everything,Dante Kreisler,T,English,Adventure/Friendship,9,52042,177,777,1060,6/15/2018,11/28/2015,"Aang, Sokka, Katara, OC",False
In Another Life,https://www.fanfiction.net/s/11312989/1/In-Another-Life,the savage barbie,T,English,Suspense/Romance,16,65221,603,772,829,2/9/2017,6/13/2015,"[Azula, Ty Lee]",True
The End of Hope,https://www.fanfiction.net/s/7437982/1/The-End-of-Hope,Tonight's The Night,M,English,Adventure/Romance,53,105665,426,769,368,1/3/2012,10/4/2011,"[Zuko, Katara]",True
Just the Girl,https://www.fanfiction.net/s/2972408/1/Just-the-Girl,Dungeonwriter,K+,English,Adventure/Romance,27,96765,857,769,347,11/24/2008,6/3/2006,"Zuko, Toph",True
Guide Me Home,https://www.fanfiction.net/s/5266050/1/Guide-Me-Home,Qwi-Xux,T,English,Romance/Adventure,33,125111,652,763,162,6/23/2010,7/31/2009,"Hakoda, Ursa",True
Thermal Imaging,https://www.fanfiction.net/s/11015797/1/Thermal-Imaging,underthemoonandstars,T,English,,1,7211,98,762,358,,2/1/2015,"Zuko, Azula, Ozai, Ursa",True
Whisper Into the Sky,https://www.fanfiction.net/s/3238948/1/Whisper-Into-the-Sky,DamageCtrl,K+,English,,10,87670,592,761,188,2/28/2007,11/10/2006,"Toph, Aang",True
Finding What You Weren't Looking For,https://www.fanfiction.net/s/6919022/1/Finding-What-You-Weren-t-Looking-For,JackieStarSister,T,English,Adventure/Angst,49,256891,652,758,866,2/18,4/19/2011,"[Zuko, Katara] [Aang, Toph]",False
A Double Edged Sword,https://www.fanfiction.net/s/8773946/1/A-Double-Edged-Sword,sablefalls,M,English,Family/Romance,48,193951,765,756,915,1/9,12/7/2012,"Aang, Zuko, Katara, Azula",False
Sirens and Sparrowkeets,https://www.fanfiction.net/s/11418847/1/Sirens-and-Sparrowkeets,Madness-and-Corona,T,English,Family/Drama,19,48533,519,756,870,8/23/2018,7/31/2015,"[Azula, Ty Lee] Zuko",False
Everything For A Price,https://www.fanfiction.net/s/2390290/1/Everything-For-A-Price,Masako Moonshade,K+,English,Romance,26,56141,919,755,195,3/12/2009,5/11/2005,"Katara, Zuko",True
Cooking,https://www.fanfiction.net/s/4005928/1/Cooking,Fandomme,T,English,Humor/Romance,1,9424,119,752,107,,1/11/2008,"Katara, Zuko",True
A Matter of Trust,https://www.fanfiction.net/s/7153272/1/A-Matter-of-Trust,Somariel,T,English,Friendship,1,7162,65,752,120,,7/6/2011,"Zuko, Hakoda",True
Theft Absolute,https://www.fanfiction.net/s/5115106/1/Theft-Absolute,Vathara,K+,English,Family,1,751,62,750,215,,6/5/2009,"Zuko, Iroh",True
Into the Shadows,https://www.fanfiction.net/s/7103308/1/Into-the-Shadows,Dreamyin,T,English,Adventure/Drama,11,52695,181,744,739,11/18/2011,6/21/2011,Zuko,False
Zuko's Tiny Dilemma,https://www.fanfiction.net/s/12307631/1/Zuko-s-Tiny-Dilemma,Boogum,T,English,Friendship/Adventure,24,133771,801,744,565,3/31/2018,1/4/2017,"[Zuko, Katara] Aang, Sokka",True
As the Sun,https://www.fanfiction.net/s/7002165/1/As-the-Sun,dandeliondreams,T,English,Adventure,23,58296,347,740,305,4/20/2013,5/18/2011,"Zuko, Mai, Ty Lee, Azula",True
Til Death Do Us Part,https://www.fanfiction.net/s/2847436/1/Til-Death-Do-Us-Part,Vicki So,T,English,Humor/Romance,43,51281,1743,740,209,10/8/2006,3/16/2006,"Zuko, Katara",True
